entry_time,exit_time,side,entry_price,exit_price,pnl,reason,system
2025-09-30 00:05:00,2025-09-30 00:10:00,SHORT,24810.0,24817.05,-141.07,stop,Layer I
2025-09-30 02:40:00,2025-09-30 03:50:00,LONG,24838.25,24842.5,85.0,signal_invalidated,Layer I
2025-09-30 06:10:00,2025-09-30 06:40:00,LONG,24847.0,24838.84,-163.21,stop,Layer I
2025-09-30 06:45:00,2025-09-30 07:05:00,SHORT,24831.25,24798.04,664.26,target,OTE+BOS
2025-09-30 07:00:00,2025-09-30 07:35:00,SHORT,24807.75,24775.25,650.0,target,Layer I
2025-09-30 07:45:00,2025-09-30 07:50:00,SHORT,24762.75,24779.11,-327.14,stop,Layer I
2025-09-30 12:30:00,2025-09-30 13:10:00,LONG,24820.25,24822.25,40.0,signal_invalidated,Layer I
2025-09-30 14:00:00,2025-09-30 14:05:00,LONG,24799.75,24768.68,-621.43,stop,OTE+BOS
2025-10-01 00:20:00,2025-10-01 00:40:00,SHORT,24792.75,24803.2,-208.93,stop,Layer I
2025-10-01 01:10:00,2025-10-01 01:25:00,SHORT,24788.5,24801.14,-252.86,stop,Layer I
2025-10-01 02:35:00,2025-10-01 04:00:00,SHORT,24787.25,24776.0,225.0,signal_invalidated,Layer I
2025-10-01 05:15:00,2025-10-01 05:45:00,SHORT,24766.5,24772.62,-122.5,stop,Layer I
2025-10-01 06:15:00,2025-10-01 06:45:00,SHORT,24752.25,24719.75,650.0,target,Layer I
2025-10-01 06:55:00,2025-10-01 07:00:00,SHORT,24652.0,24667.64,-312.86,stop,Layer I
2025-10-01 11:00:00,2025-10-01 11:30:00,LONG,24743.75,24788.19,888.76,target,OTE+BOS
2025-10-01 13:30:00,2025-10-01 13:45:00,LONG,24816.0,24794.96,-420.71,stop,OTE+BOS
2025-10-02 00:10:00,2025-10-02 01:00:00,LONG,25031.5,25055.55,481.07,be_stop,Layer I
2025-10-02 01:20:00,2025-10-02 01:35:00,LONG,25067.5,25058.36,-182.86,stop,Layer I
2025-10-02 01:55:00,2025-10-02 02:00:00,LONG,25074.0,25065.66,-166.79,stop,Layer I
2025-10-02 05:30:00,2025-10-02 05:40:00,LONG,25068.25,25066.5,-35.0,signal_invalidated,Layer I
2025-10-02 07:00:00,2025-10-02 08:05:00,LONG,25069.25,25103.85,691.99,target,OTE+BOS
2025-10-02 13:30:00,2025-10-02 13:35:00,SHORT,25117.0,25129.3,-246.07,stop,OTE+BOS
2025-10-02 23:15:00,2025-10-02 23:30:00,SHORT,25110.25,25118.93,-173.57,stop,OTE+BOS
2025-10-03 00:05:00,2025-10-03 01:00:00,LONG,25126.0,25143.17,343.39,be_stop,Layer I
2025-10-03 01:45:00,2025-10-03 02:00:00,LONG,25159.0,25155.25,-75.0,signal_invalidated,Layer I
2025-10-03 02:40:00,2025-10-03 02:45:00,LONG,25161.75,25155.82,-118.57,stop,Layer I
2025-10-03 03:50:00,2025-10-03 04:30:00,LONG,25171.5,25172.0,10.0,signal_invalidated,Layer I
2025-10-03 04:45:00,2025-10-03 05:00:00,LONG,25172.5,25173.25,15.0,signal_invalidated,Layer I
2025-10-03 05:10:00,2025-10-03 05:15:00,LONG,25181.25,25176.88,-87.5,stop,Layer I
2025-10-05 23:05:00,2025-10-06 00:05:00,LONG,25058.75,25065.25,130.0,signal_invalidated,Layer I
2025-10-06 01:35:00,2025-10-06 04:00:00,LONG,25075.0,25068.36,-132.86,stop,Layer I
2025-10-06 06:35:00,2025-10-06 07:00:00,LONG,25099.75,25092.32,-148.57,stop,Layer I
2025-10-06 07:50:00,2025-10-06 08:00:00,SHORT,25083.25,25094.48,-224.64,stop,Layer I
2025-10-06 17:15:00,2025-10-06 17:35:00,LONG,25200.0,25215.53,310.54,be_stop,OTE+BOS
2025-10-06 22:30:00,2025-10-06 22:40:00,SHORT,25184.5,25159.74,495.22,target,OTE+BOS
2025-10-07 00:35:00,2025-10-07 00:40:00,SHORT,25129.0,25137.34,-166.79,stop,Layer I
2025-10-07 01:00:00,2025-10-07 01:05:00,SHORT,25134.25,25138.75,-90.0,signal_invalidated,Layer I
2025-10-07 03:20:00,2025-10-07 03:30:00,LONG,25160.75,25155.34,-108.21,stop,Layer I
2025-10-07 11:45:00,2025-10-07 12:35:00,LONG,25189.0,25220.63,632.57,target,OTE+BOS
2025-10-07 23:25:00,2025-10-07 23:35:00,LONG,25044.75,25036.32,-168.57,stop,OTE+BOS
2025-10-08 01:35:00,2025-10-08 01:55:00,LONG,25076.5,25073.5,-60.0,signal_invalidated,Layer I
2025-10-08 02:25:00,2025-10-08 02:35:00,LONG,25090.0,25082.7,-146.07,stop,Layer I
2025-10-08 05:50:00,2025-10-08 06:35:00,SHORT,25060.5,25028.0,650.0,target,Layer I
2025-10-08 06:45:00,2025-10-08 06:50:00,SHORT,25037.75,25046.71,-179.29,stop,Layer I
2025-10-08 08:50:00,2025-10-08 08:55:00,LONG,25096.0,25088.12,-157.5,stop,Layer I
2025-10-08 12:00:00,2025-10-08 12:20:00,SHORT,25078.0,25064.34,273.21,be_stop,OTE+BOS
2025-10-08 12:15:00,2025-10-08 12:35:00,SHORT,25059.0,25063.0,-80.0,signal_invalidated,Layer I
2025-10-08 13:30:00,2025-10-08 14:00:00,LONG,25123.5,25185.24,1234.76,target,OTE+BOS
2025-10-09 01:50:00,2025-10-09 02:25:00,SHORT,25328.75,25331.0,-45.0,signal_invalidated,Layer I
2025-10-09 02:50:00,2025-10-09 03:05:00,SHORT,25312.25,25320.61,-167.14,stop,Layer I
2025-10-09 05:35:00,2025-10-09 05:40:00,LONG,25360.75,25354.79,-119.29,stop,Layer I
2025-10-09 13:30:00,2025-10-09 13:45:00,SHORT,25306.75,25294.25,250.0,be_stop,OTE+BOS
2025-10-10 00:15:00,2025-10-10 00:25:00,LONG,25325.25,25325.0,-5.0,signal_invalidated,Layer I
2025-10-10 01:20:00,2025-10-10 02:45:00,LONG,25346.0,25340.25,-115.0,stop,Layer I
2025-10-10 04:45:00,2025-10-10 05:00:00,SHORT,25317.75,25298.01,394.86,target,OTE+BOS
2025-10-10 04:55:00,2025-10-10 05:10:00,SHORT,25307.0,25313.12,-122.5,stop,Layer I
2025-10-10 06:50:00,2025-10-10 08:20:00,LONG,25307.5,25323.38,317.5,be_stop,OTE+BOS
2025-10-10 13:30:00,2025-10-10 13:45:00,LONG,25328.25,25360.44,643.75,be_stop,OTE+BOS
2025-10-10 14:50:00,2025-10-10 14:55:00,SHORT,25340.75,25228.83,2238.41,target,OTE+BOS
2025-10-12 23:50:00,2025-10-13 00:45:00,LONG,24782.0,24814.5,650.0,target,Layer I
2025-10-13 00:55:00,2025-10-13 02:00:00,LONG,24827.0,24841.88,297.68,be_stop,Layer I
2025-10-13 07:10:00,2025-10-13 07:25:00,LONG,24892.5,24925.0,650.0,target,Layer I
2025-10-13 07:35:00,2025-10-13 07:50:00,LONG,24921.0,24898.77,-444.64,stop,Layer I
2025-10-13 11:05:00,2025-10-13 11:10:00,SHORT,24774.5,24742.0,650.0,target,Layer I
2025-10-13 11:20:00,2025-10-13 11:30:00,SHORT,24774.75,24742.25,650.0,target,Layer I
2025-10-13 15:55:00,2025-10-13 16:20:00,LONG,24893.5,24926.0,650.0,target,Layer I
2025-10-14 00:00:00,2025-10-14 00:15:00,LONG,24925.0,24966.8,835.94,target,OTE+BOS
2025-10-14 00:20:00,2025-10-14 00:30:00,LONG,24981.25,25013.75,650.0,target,Layer I
2025-10-14 00:40:00,2025-10-14 00:45:00,LONG,25016.0,24997.95,-361.07,stop,Layer I
2025-10-14 02:15:00,2025-10-14 02:25:00,LONG,25015.75,25003.77,-239.64,stop,Layer I
2025-10-14 04:05:00,2025-10-14 04:15:00,SHORT,24857.75,24825.25,650.0,target,Layer I
2025-10-14 04:25:00,2025-10-14 04:30:00,SHORT,24784.25,24751.75,650.0,target,Layer I
2025-10-14 04:40:00,2025-10-14 05:00:00,SHORT,24794.75,24793.5,25.0,signal_invalidated,Layer I
2025-10-14 05:30:00,2025-10-14 05:40:00,SHORT,24768.25,24669.4,1976.94,target,OTE+BOS
2025-10-14 11:55:00,2025-10-14 12:10:00,SHORT,24653.75,24641.25,250.0,be_stop,OTE+BOS
2025-10-14 13:30:00,2025-10-14 13:40:00,SHORT,24561.75,24443.42,2366.51,target,OTE+BOS
2025-10-14 19:30:00,2025-10-14 19:35:00,SHORT,24877.75,24793.83,1678.48,target,OTE+BOS
2025-10-15 00:15:00,2025-10-15 00:20:00,SHORT,24748.75,24765.54,-335.71,stop,Layer I
2025-10-15 01:20:00,2025-10-15 02:05:00,LONG,24804.0,24808.0,80.0,signal_invalidated,Layer I
2025-10-15 02:15:00,2025-10-15 02:35:00,LONG,24832.5,24819.64,-257.14,stop,Layer I
2025-10-15 04:30:00,2025-10-15 05:00:00,LONG,24838.25,24870.75,650.0,target,Layer I
2025-10-15 05:10:00,2025-10-15 05:30:00,LONG,24893.75,24881.46,-245.71,stop,Layer I
2025-10-15 07:15:00,2025-10-15 07:20:00,LONG,24912.5,24897.02,-309.64,stop,Layer I
2025-10-15 12:00:00,2025-10-15 12:15:00,LONG,24970.25,25020.17,998.37,target,OTE+BOS
2025-10-16 00:35:00,2025-10-16 00:45:00,SHORT,24883.5,24901.5,-360.0,stop,Layer I
2025-10-16 02:40:00,2025-10-16 02:45:00,SHORT,24907.5,24920.09,-251.79,stop,Layer I
2025-10-16 04:35:00,2025-10-16 04:40:00,LONG,24937.5,24928.52,-179.64,stop,Layer I
2025-10-16 12:30:00,2025-10-16 12:55:00,LONG,25067.75,25085.34,351.79,be_stop,OTE+BOS
2025-10-17 02:20:00,2025-10-17 02:45:00,SHORT,24741.25,24763.11,-437.14,stop,Layer I
2025-10-17 03:30:00,2025-10-17 03:50:00,SHORT,24760.0,24714.84,903.29,target,OTE+BOS
2025-10-17 03:50:00,2025-10-17 05:05:00,SHORT,24728.5,24696.0,650.0,target,Layer I
2025-10-17 05:15:00,2025-10-17 05:20:00,SHORT,24655.0,24670.7,-313.93,stop,Layer I
2025-10-17 05:40:00,2025-10-17 05:50:00,SHORT,24623.75,24644.5,-415.0,stop,Layer I
2025-10-17 06:35:00,2025-10-17 06:45:00,SHORT,24611.75,24579.25,650.0,target,Layer I
2025-10-17 06:55:00,2025-10-17 07:00:00,SHORT,24580.75,24548.25,650.0,target,Layer I
2025-10-17 10:50:00,2025-10-17 11:10:00,LONG,24547.5,24619.98,1449.64,be_stop,OTE+BOS
2025-10-19 22:05:00,2025-10-19 22:20:00,LONG,25069.0,25051.84,-343.21,stop,Layer I
2025-10-20 01:20:00,2025-10-20 01:35:00,LONG,25069.75,25047.95,-436.07,stop,Layer I
2025-10-20 03:15:00,2025-10-20 03:50:00,LONG,25064.0,25096.5,650.0,target,Layer I
2025-10-20 04:00:00,2025-10-20 04:10:00,LONG,25103.0,25094.7,-166.07,stop,Layer I
2025-10-20 04:30:00,2025-10-20 04:35:00,LONG,25105.25,25094.23,-220.36,stop,Layer I
2025-10-20 05:45:00,2025-10-20 06:00:00,LONG,25119.0,25105.2,-276.07,stop,Layer I
2025-10-20 08:25:00,2025-10-20 08:40:00,LONG,25101.0,25085.27,-314.64,stop,OTE+BOS
2025-10-20 11:30:00,2025-10-20 12:10:00,SHORT,25074.25,25091.45,-343.93,stop,OTE+BOS
2025-10-21 00:55:00,2025-10-21 01:30:00,LONG,25341.75,25332.68,-181.43,stop,Layer I
2025-10-21 02:15:00,2025-10-21 02:45:00,LONG,25355.75,25347.75,-160.0,stop,Layer I
2025-10-21 02:55:00,2025-10-21 03:40:00,LONG,25347.5,25339.98,-150.36,stop,OTE+BOS
2025-10-21 04:35:00,2025-10-21 05:45:00,SHORT,25320.75,25288.25,650.0,target,Layer I
2025-10-21 06:05:00,2025-10-21 06:20:00,SHORT,25277.5,25290.21,-254.29,stop,Layer I
2025-10-21 06:40:00,2025-10-21 06:45:00,SHORT,25279.75,25291.27,-230.36,stop,Layer I
2025-10-21 07:05:00,2025-10-21 07:15:00,SHORT,25271.25,25278.5,-145.0,signal_invalidated,Layer I
2025-10-21 13:30:00,2025-10-21 13:45:00,SHORT,25280.75,25221.39,1187.22,target,OTE+BOS
2025-10-22 00:05:00,2025-10-22 00:10:00,SHORT,25236.75,25248.21,-229.29,stop,Layer I
2025-10-22 00:30:00,2025-10-22 01:15:00,SHORT,25237.75,25237.0,15.0,signal_invalidated,Layer I
2025-10-22 02:00:00,2025-10-22 02:05:00,SHORT,25255.5,25265.59,-201.79,stop,OTE+BOS
2025-10-22 02:50:00,2025-10-22 02:55:00,LONG,25271.25,25273.5,45.0,signal_invalidated,Layer I
2025-10-22 03:45:00,2025-10-22 03:55:00,LONG,25257.25,25285.97,574.46,target,OTE+BOS
2025-10-22 04:00:00,2025-10-22 04:50:00,LONG,25309.25,25313.0,75.0,signal_invalidated,Layer I
2025-10-22 06:40:00,2025-10-22 06:55:00,LONG,25333.5,25322.02,-229.64,stop,Layer I
2025-10-22 07:00:00,2025-10-22 07:40:00,SHORT,25292.25,25306.04,-275.71,stop,OTE+BOS
2025-10-22 08:30:00,2025-10-22 09:15:00,SHORT,25268.25,25235.75,650.0,target,Layer I
2025-10-23 01:20:00,2025-10-23 01:50:00,LONG,25073.0,25086.61,272.14,be_stop,Layer I
2025-10-23 02:10:00,2025-10-23 02:40:00,LONG,25091.75,25102.0,205.0,signal_invalidated,Layer I
2025-10-23 09:35:00,2025-10-23 09:55:00,SHORT,25050.0,25059.0,-180.0,signal_invalidated,Layer I
2025-10-23 11:00:00,2025-10-23 11:50:00,SHORT,25017.75,24968.56,983.85,target,OTE+BOS
2025-10-23 11:05:00,2025-10-23 11:10:00,SHORT,25025.25,24992.75,650.0,target,Layer I
2025-10-23 11:20:00,2025-10-23 11:45:00,SHORT,25012.75,24980.25,650.0,target,Layer I
2025-10-23 11:55:00,2025-10-23 12:20:00,SHORT,24973.25,24960.75,250.0,be_stop,Layer I
2025-10-24 01:05:00,2025-10-24 01:25:00,LONG,25310.75,25303.02,-154.64,stop,Layer I
2025-10-24 03:55:00,2025-10-24 04:05:00,LONG,25329.0,25323.57,-108.57,stop,Layer I
2025-10-24 05:15:00,2025-10-24 06:10:00,LONG,25333.0,25365.5,650.0,target,Layer I
2025-10-24 06:20:00,2025-10-24 06:30:00,LONG,25378.5,25370.59,-158.21,stop,Layer I
2025-10-24 09:00:00,2025-10-24 09:35:00,LONG,25357.25,25389.75,650.0,target,Layer I
2025-10-24 09:45:00,2025-10-24 10:00:00,LONG,25380.25,25370.5,-195.0,stop,Layer I
2025-10-26 22:05:00,2025-10-26 23:00:00,LONG,25723.25,25738.0,295.0,signal_invalidated,Layer I
2025-10-27 02:40:00,2025-10-27 03:25:00,LONG,25740.0,25772.5,650.0,target,Layer I
2025-10-27 03:35:00,2025-10-27 03:50:00,LONG,25764.0,25756.98,-140.36,stop,Layer I
2025-10-27 05:10:00,2025-10-27 06:50:00,LONG,25774.5,25788.75,285.0,signal_invalidated,Layer I
2025-10-27 07:20:00,2025-10-27 07:40:00,LONG,25812.5,25803.46,-180.71,stop,Layer I
2025-10-27 08:55:00,2025-10-27 09:35:00,SHORT,25802.5,25813.02,-210.36,stop,OTE+BOS
2025-10-27 09:10:00,2025-10-27 09:25:00,LONG,25800.25,25790.14,-202.14,stop,Layer I
2025-10-27 09:45:00,2025-10-27 10:55:00,LONG,25835.0,25838.5,70.0,signal_invalidated,Layer I
2025-10-27 13:50:00,2025-10-27 14:10:00,LONG,25841.75,25854.25,250.0,be_stop,OTE+BOS
2025-10-27 17:30:00,2025-10-27 18:55:00,LONG,25907.5,25944.87,747.46,target,OTE+BOS
2025-10-27 19:45:00,2025-10-27 19:55:00,LONG,25951.0,25963.5,250.0,be_stop,OTE+BOS
2025-10-28 01:35:00,2025-10-28 01:40:00,SHORT,25970.5,25972.75,-45.0,signal_invalidated,Layer I
2025-10-28 04:35:00,2025-10-28 05:45:00,SHORT,25967.25,25966.5,15.0,signal_invalidated,Layer I
2025-10-28 08:15:00,2025-10-28 08:45:00,SHORT,25951.25,25961.09,-196.79,stop,Layer I
2025-10-28 09:15:00,2025-10-28 09:25:00,LONG,25975.75,25967.12,-172.5,stop,Layer I
2025-10-28 09:55:00,2025-10-28 10:00:00,LONG,25975.75,25968.77,-139.64,stop,Layer I
2025-10-29 01:20:00,2025-10-29 01:55:00,LONG,26188.0,26220.5,650.0,target,Layer I
2025-10-29 02:05:00,2025-10-29 03:00:00,LONG,26226.75,26241.25,290.0,signal_invalidated,Layer I
2025-10-29 05:15:00,2025-10-29 06:20:00,LONG,26251.0,26283.5,650.0,target,Layer I
2025-10-29 06:30:00,2025-10-29 06:35:00,LONG,26289.5,26280.73,-175.36,stop,Layer I
2025-10-29 06:55:00,2025-10-29 07:00:00,LONG,26281.0,26272.27,-174.64,stop,Layer I
2025-10-29 07:30:00,2025-10-29 08:35:00,LONG,26282.5,26272.59,-198.21,stop,OTE+BOS
2025-10-29 08:00:00,2025-10-29 08:05:00,LONG,26306.0,26295.14,-217.14,stop,Layer I
2025-10-29 13:45:00,2025-10-29 14:00:00,LONG,26282.0,26294.5,250.0,be_stop,OTE+BOS
2025-10-30 00:05:00,2025-10-30 00:15:00,LONG,26254.75,26287.25,650.0,target,Layer I
2025-10-30 00:25:00,2025-10-30 01:00:00,LONG,26296.5,26270.93,-511.43,stop,Layer I
2025-10-30 02:05:00,2025-10-30 02:15:00,LONG,26334.5,26367.0,650.0,target,Layer I
2025-10-30 02:25:00,2025-10-30 03:15:00,LONG,26354.5,26387.0,650.0,target,Layer I
2025-10-30 03:35:00,2025-10-30 04:00:00,LONG,26381.0,26366.77,-284.64,stop,Layer I
2025-10-30 04:00:00,2025-10-30 04:10:00,SHORT,26356.0,26297.63,1167.41,target,OTE+BOS
2025-10-30 06:35:00,2025-10-30 06:50:00,SHORT,26235.5,26245.0,-190.0,signal_invalidated,Layer I
2025-10-31 00:15:00,2025-10-31 00:35:00,LONG,26164.75,26177.45,253.93,be_stop,OTE+BOS
2025-10-31 00:20:00,2025-10-31 01:15:00,LONG,26179.75,26170.5,-185.0,signal_invalidated,Layer I
2025-10-31 04:05:00,2025-10-31 04:20:00,LONG,26207.0,26196.04,-219.29,stop,Layer I
2025-10-31 04:40:00,2025-10-31 04:45:00,LONG,26198.0,26189.41,-171.79,stop,Layer I
2025-10-31 08:15:00,2025-10-31 09:15:00,LONG,26162.5,26200.28,755.54,be_stop,OTE+BOS
2025-10-31 15:45:00,2025-10-31 16:20:00,SHORT,26072.5,25978.37,1882.68,be_stop,OTE+BOS
2025-11-02 23:10:00,2025-11-02 23:25:00,LONG,26070.5,26053.05,-348.93,stop,Layer I
2025-11-02 23:45:00,2025-11-03 00:50:00,LONG,26084.25,26116.75,650.0,target,Layer I
2025-11-03 01:00:00,2025-11-03 01:05:00,LONG,26112.25,26102.62,-192.5,stop,Layer I
2025-11-03 06:20:00,2025-11-03 06:30:00,SHORT,26046.5,26055.75,-185.0,signal_invalidated,Layer I
2025-11-03 06:40:00,2025-11-03 06:50:00,SHORT,26043.25,26056.14,-257.86,stop,Layer I
2025-11-04 00:05:00,2025-11-04 00:15:00,SHORT,26044.5,26012.0,650.0,target,Layer I
2025-11-04 00:25:00,2025-11-04 00:30:00,SHORT,25983.5,25997.59,-281.79,stop,Layer I
2025-11-04 00:50:00,2025-11-04 01:00:00,SHORT,26016.25,25997.0,385.0,signal_invalidated,Layer I
2025-11-04 02:30:00,2025-11-04 03:00:00,SHORT,25969.75,25957.25,250.0,be_stop,Layer I
2025-11-04 03:40:00,2025-11-04 04:05:00,SHORT,25937.5,25940.25,-55.0,signal_invalidated,Layer I
2025-11-04 04:15:00,2025-11-04 05:20:00,SHORT,25931.5,25899.0,650.0,target,Layer I
2025-11-05 00:05:00,2025-11-05 00:15:00,SHORT,25475.0,25496.05,-421.07,stop,Layer I
2025-11-05 00:35:00,2025-11-05 01:00:00,SHORT,25425.5,25393.0,650.0,target,Layer I
2025-11-05 01:10:00,2025-11-05 01:15:00,SHORT,25385.0,25352.5,650.0,target,Layer I
2025-11-05 01:25:00,2025-11-05 01:35:00,SHORT,25319.75,25287.25,650.0,target,Layer I
2025-11-05 01:45:00,2025-11-05 02:00:00,SHORT,25327.75,25334.75,-140.0,signal_invalidated,Layer I
2025-11-05 05:00:00,2025-11-05 05:25:00,LONG,25474.25,25515.38,822.68,be_stop,OTE+BOS
2025-11-05 05:15:00,2025-11-05 05:40:00,LONG,25526.75,25503.77,-459.64,stop,Layer I
2025-11-05 12:25:00,2025-11-05 12:35:00,SHORT,25504.0,25524.16,-403.21,stop,OTE+BOS
2025-11-06 00:25:00,2025-11-06 00:35:00,SHORT,25671.5,25696.77,-505.36,stop,Layer I
2025-11-06 00:55:00,2025-11-06 01:05:00,SHORT,25699.25,25666.75,650.0,target,Layer I
2025-11-06 01:15:00,2025-11-06 01:25:00,SHORT,25661.75,25629.25,650.0,target,Layer I
2025-11-06 04:35:00,2025-11-06 04:45:00,LONG,25734.0,25729.25,-95.0,signal_invalidated,Layer I
2025-11-06 07:55:00,2025-11-06 08:40:00,SHORT,25646.5,25656.5,-200.0,signal_invalidated,Layer I
2025-11-06 10:05:00,2025-11-06 10:25:00,LONG,25732.5,25765.0,650.0,target,Layer I
2025-11-07 01:30:00,2025-11-07 01:40:00,SHORT,25224.5,25249.55,-501.07,stop,Layer I
2025-11-07 02:00:00,2025-11-07 02:05:00,SHORT,25252.25,25255.75,-70.0,signal_invalidated,Layer I
2025-11-07 02:25:00,2025-11-07 02:30:00,SHORT,25208.5,25238.27,-595.36,stop,Layer I
2025-11-07 08:15:00,2025-11-07 08:35:00,SHORT,25329.75,25273.69,1121.19,target,OTE+BOS
2025-11-09 23:05:00,2025-11-09 23:20:00,LONG,25339.0,25311.21,-555.71,stop,Layer I
2025-11-09 23:40:00,2025-11-09 23:45:00,LONG,25322.0,25325.75,75.0,signal_invalidated,Layer I
2025-11-10 00:00:00,2025-11-10 00:10:00,LONG,25295.0,25312.0,340.0,signal_invalidated,Layer I
2025-11-10 01:15:00,2025-11-10 01:45:00,LONG,25378.5,25411.0,650.0,target,Layer I
2025-11-10 01:55:00,2025-11-10 03:00:00,LONG,25428.5,25461.0,650.0,target,Layer I
2025-11-10 03:10:00,2025-11-10 03:35:00,LONG,25455.5,25488.0,650.0,target,Layer I
2025-11-10 03:45:00,2025-11-10 04:00:00,LONG,25467.75,25464.5,-65.0,signal_invalidated,Layer I
2025-11-10 05:05:00,2025-11-10 05:45:00,LONG,25481.25,25473.75,-150.0,signal_invalidated,Layer I
2025-11-10 08:00:00,2025-11-10 08:30:00,SHORT,25485.0,25499.79,-295.71,stop,OTE+BOS
2025-11-10 14:15:00,2025-11-10 14:35:00,LONG,25533.0,25594.14,1222.87,target,OTE+BOS
2025-11-11 00:25:00,2025-11-11 00:40:00,LONG,25749.0,25743.75,-105.0,signal_invalidated,Layer I
2025-11-11 04:15:00,2025-11-11 04:30:00,SHORT,25714.0,25724.36,-207.14,stop,Layer I
2025-11-11 04:50:00,2025-11-11 05:15:00,SHORT,25693.0,25660.5,650.0,target,Layer I
2025-11-11 05:25:00,2025-11-11 06:05:00,SHORT,25681.0,25664.83,323.39,be_stop,Layer I
2025-11-11 07:25:00,2025-11-11 07:30:00,SHORT,25661.0,25675.05,-281.07,stop,Layer I
2025-11-11 07:50:00,2025-11-11 08:00:00,SHORT,25648.5,25664.57,-321.43,stop,Layer I
2025-11-11 08:20:00,2025-11-11 09:45:00,SHORT,25648.0,25619.99,560.18,be_stop,OTE+BOS
2025-11-11 12:30:00,2025-11-11 12:45:00,SHORT,25618.25,25601.13,342.32,be_stop,OTE+BOS
2025-11-11 15:00:00,2025-11-11 15:20:00,SHORT,25597.25,25556.96,805.89,be_stop,OTE+BOS
2025-11-12 01:00:00,2025-11-12 01:20:00,LONG,25690.0,25706.51,330.18,be_stop,Layer I
2025-11-12 01:40:00,2025-11-12 02:10:00,LONG,25718.5,25751.0,650.0,target,Layer I
2025-11-12 02:20:00,2025-11-12 02:30:00,LONG,25759.25,25747.43,-236.43,stop,Layer I
2025-11-12 05:30:00,2025-11-12 05:45:00,LONG,25727.5,25752.5,500.0,signal_invalidated,Layer I
2025-11-12 06:05:00,2025-11-12 07:00:00,LONG,25748.75,25781.25,650.0,target,Layer I
2025-11-12 07:10:00,2025-11-12 07:40:00,LONG,25781.5,25807.51,520.18,be_stop,Layer I
2025-11-12 10:45:00,2025-11-12 11:10:00,LONG,25797.75,25785.45,-246.07,stop,OTE+BOS
2025-11-12 12:35:00,2025-11-12 13:05:00,SHORT,25789.75,25807.82,-361.43,stop,OTE+BOS
2025-11-12 14:30:00,2025-11-12 14:35:00,SHORT,25678.5,25696.04,-350.71,stop,OTE+BOS
2025-11-13 01:20:00,2025-11-13 02:15:00,LONG,25682.75,25690.75,160.0,signal_invalidated,Layer I
2025-11-13 04:55:00,2025-11-13 05:55:00,LONG,25688.75,25697.25,170.0,signal_invalidated,Layer I
2025-11-13 09:10:00,2025-11-13 09:25:00,SHORT,25593.0,25560.5,650.0,target,Layer I
2025-11-13 09:35:00,2025-11-13 09:40:00,SHORT,25548.75,25572.27,-470.36,stop,Layer I
2025-11-13 10:00:00,2025-11-13 10:05:00,SHORT,25572.5,25597.27,-495.36,stop,Layer I
2025-11-13 11:30:00,2025-11-13 11:45:00,SHORT,25566.25,25585.52,-385.36,stop,Layer I
2025-11-13 13:30:00,2025-11-13 13:50:00,SHORT,25520.75,25543.14,-447.86,stop,OTE+BOS
2025-11-14 02:35:00,2025-11-14 03:00:00,LONG,25141.0,25125.93,-301.43,stop,Layer I
2025-11-14 04:05:00,2025-11-14 04:30:00,SHORT,25084.25,25068.22,320.54,be_stop,Layer I
2025-11-14 04:50:00,2025-11-14 05:05:00,SHORT,25047.75,25015.25,650.0,target,Layer I
2025-11-14 05:15:00,2025-11-14 05:20:00,SHORT,25015.25,25039.84,-491.79,stop,Layer I
2025-11-14 06:50:00,2025-11-14 07:05:00,SHORT,25050.75,25018.25,650.0,target,Layer I
2025-11-14 07:15:00,2025-11-14 07:30:00,SHORT,24942.5,24974.11,-632.14,stop,Layer I
2025-11-17 00:50:00,2025-11-17 01:40:00,LONG,25231.25,25224.0,-145.0,signal_invalidated,Layer I
2025-11-17 03:05:00,2025-11-17 03:25:00,LONG,25259.5,25244.25,-305.0,signal_invalidated,Layer I
2025-11-17 04:20:00,2025-11-17 05:05:00,LONG,25278.25,25269.0,-185.0,signal_invalidated,Layer I
2025-11-18 01:40:00,2025-11-18 02:15:00,LONG,24950.25,24920.11,-602.86,stop,Layer I
2025-11-18 02:50:00,2025-11-18 02:55:00,SHORT,24883.5,24851.0,650.0,target,Layer I
2025-11-18 03:05:00,2025-11-18 03:35:00,SHORT,24822.75,24790.25,650.0,target,Layer I
2025-11-18 03:45:00,2025-11-18 04:10:00,SHORT,24779.5,24747.0,650.0,target,Layer I
2025-11-18 04:20:00,2025-11-18 04:30:00,SHORT,24648.0,24681.91,-678.21,stop,Layer I
2025-11-18 06:25:00,2025-11-18 06:35:00,SHORT,24720.75,24688.25,650.0,target,Layer I
2025-11-18 12:00:00,2025-11-18 12:15:00,SHORT,24736.75,24724.25,250.0,be_stop,OTE+BOS
2025-11-19 00:15:00,2025-11-19 00:20:00,SHORT,24505.0,24532.89,-557.86,stop,Layer I
2025-11-19 02:35:00,2025-11-19 03:10:00,LONG,24637.5,24618.0,-390.0,signal_invalidated,Layer I
2025-11-19 03:55:00,2025-11-19 04:10:00,LONG,24542.75,24520.25,-450.0,stop,OTE+BOS
2025-11-19 05:55:00,2025-11-19 06:15:00,SHORT,24534.75,24567.59,-656.79,stop,OTE+BOS
