system,entry_time,exit_time,side,entry_price,exit_price,pnl,reason
Layer I,2026-03-23 05:30:00,2026-03-23 05:40:00,SHORT,24165.75,24157.0,175.0,signal_invalidated
OTE+BOS,2026-03-23 19:00:00,2026-03-23 19:15:00,SHORT,24699.75,24623.42,1526.61,target
Layer I,2026-03-24 00:05:00,2026-03-24 00:10:00,SHORT,24511.25,24529.11,-357.14,stop
Layer I,2026-03-24 01:20:00,2026-03-24 01:35:00,LONG,24620.75,24653.25,650.0,target
Layer I,2026-03-24 01:45:00,2026-03-24 01:50:00,LONG,24662.0,24694.5,650.0,target
Layer I,2026-03-24 02:00:00,2026-03-24 02:05:00,LONG,24708.5,24741.0,650.0,target
Layer I,2026-03-24 02:15:00,2026-03-24 02:30:00,LONG,24784.0,24753.16,-616.79,stop
Layer I,2026-03-24 03:10:00,2026-03-24 03:15:00,LONG,24775.5,24745.54,-599.29,stop
Layer I,2026-03-25 02:45:00,2026-03-25 03:00:00,LONG,24718.25,24750.75,650.0,target
Layer I,2026-03-25 03:10:00,2026-03-25 03:20:00,LONG,24799.5,24812.0,250.0,be_stop
Layer I,2026-03-25 03:40:00,2026-03-25 03:50:00,LONG,24791.5,24761.54,-599.29,stop
Layer I,2026-03-25 06:35:00,2026-03-25 06:45:00,LONG,24815.25,24793.96,-425.71,stop
OTE+BOS,2026-03-25 06:50:00,2026-03-25 07:15:00,LONG,24778.75,24813.91,703.21,be_stop
Layer I,2026-03-25 07:05:00,2026-03-25 07:15:00,LONG,24826.25,24798.16,-561.79,stop
OTE+BOS,2026-03-25 21:15:00,2026-03-25 21:30:00,SHORT,24650.0,24587.01,1259.85,target
Layer I,2026-03-26 00:05:00,2026-03-26 00:25:00,SHORT,24605.5,24573.0,650.0,target
Layer I,2026-03-26 00:35:00,2026-03-26 01:00:00,SHORT,24584.75,24566.29,369.11,be_stop
Layer I,2026-03-26 01:20:00,2026-03-26 01:25:00,SHORT,24550.25,24569.75,-390.0,stop
Layer I,2026-03-26 03:15:00,2026-03-26 03:45:00,SHORT,24505.75,24493.25,250.0,be_stop
Layer I,2026-03-26 04:05:00,2026-03-26 04:30:00,SHORT,24476.75,24444.25,650.0,target
Layer I,2026-03-26 04:40:00,2026-03-26 04:55:00,SHORT,24442.5,24456.5,-280.0,signal_invalidated
OTE+BOS,2026-03-26 19:15:00,2026-03-26 19:30:00,SHORT,24163.0,24150.5,250.0,be_stop
Layer I,2026-03-27 00:05:00,2026-03-27 00:15:00,LONG,24243.75,24276.25,650.0,target
Layer I,2026-03-27 00:25:00,2026-03-27 00:45:00,LONG,24242.0,24237.0,-100.0,signal_invalidated
OTE+BOS,2026-03-27 03:00:00,2026-03-27 03:10:00,SHORT,24159.75,24147.25,250.0,be_stop
Layer I,2026-03-27 03:05:00,2026-03-27 03:25:00,SHORT,24131.5,24099.0,650.0,target
Layer I,2026-03-27 03:35:00,2026-03-27 04:05:00,SHORT,24084.5,24052.0,650.0,target
Layer I,2026-03-27 04:15:00,2026-03-27 04:30:00,SHORT,24068.5,24100.5,-640.0,stop
Layer I,2026-03-27 05:30:00,2026-03-27 05:35:00,SHORT,24023.5,23991.0,650.0,target
OTE+BOS,2026-03-27 08:30:00,2026-03-27 08:35:00,SHORT,23865.5,23899.95,-688.93,stop
Layer I,2026-03-29 17:05:00,2026-03-29 17:10:00,SHORT,23464.5,23495.09,-611.79,stop
Layer I,2026-03-29 18:35:00,2026-03-29 18:50:00,SHORT,23458.5,23426.0,650.0,target
Layer I,2026-03-29 19:00:00,2026-03-29 19:05:00,SHORT,23404.75,23434.36,-592.14,stop
Layer I,2026-03-29 21:50:00,2026-03-29 22:05:00,LONG,23553.5,23586.0,650.0,target
Layer I,2026-03-29 22:15:00,2026-03-29 23:25:00,LONG,23597.25,23629.75,650.0,target
Layer I,2026-03-29 23:35:00,2026-03-29 23:45:00,LONG,23637.0,23620.41,-331.79,stop
Layer I,2026-03-30 00:05:00,2026-03-30 00:10:00,LONG,23654.25,23637.27,-339.64,stop
Layer I,2026-03-30 01:00:00,2026-03-30 01:15:00,LONG,23664.0,23663.0,-20.0,signal_invalidated
Layer I,2026-03-30 01:35:00,2026-03-30 01:50:00,LONG,23683.75,23716.25,650.0,target
Layer I,2026-03-30 02:10:00,2026-03-30 02:15:00,LONG,23691.75,23685.25,-130.0,signal_invalidated
OTE+BOS,2026-03-30 03:00:00,2026-03-30 03:45:00,LONG,23705.5,23724.12,372.32,be_stop
Layer I,2026-03-30 03:15:00,2026-03-30 04:15:00,LONG,23726.5,23703.86,-452.86,stop
Layer I,2026-03-30 06:10:00,2026-03-30 06:15:00,LONG,23732.0,23764.5,650.0,target
Layer I,2026-03-31 01:55:00,2026-03-31 02:10:00,SHORT,23593.5,23561.0,650.0,target
Layer I,2026-03-31 03:20:00,2026-03-31 03:25:00,LONG,23639.5,23629.0,-210.0,signal_invalidated
Layer I,2026-03-31 14:00:00,2026-03-31 14:05:00,LONG,24170.5,24135.66,-696.79,stop
Layer I,2026-03-31 14:25:00,2026-03-31 14:35:00,LONG,24184.25,24216.75,650.0,target
Layer I,2026-03-31 14:45:00,2026-03-31 14:50:00,LONG,24239.75,24209.59,-603.21,stop
Layer I,2026-03-31 18:30:00,2026-03-31 18:55:00,LONG,24297.5,24330.0,650.0,target
Layer I,2026-04-01 00:20:00,2026-04-01 00:35:00,LONG,24355.5,24342.62,-257.5,stop
Layer I,2026-04-01 00:55:00,2026-04-01 01:00:00,LONG,24342.75,24342.5,-5.0,signal_invalidated
Layer I,2026-04-01 01:15:00,2026-04-01 01:25:00,LONG,24395.75,24428.25,650.0,target
Layer I,2026-04-01 01:35:00,2026-04-01 02:15:00,LONG,24454.5,24445.5,-180.0,signal_invalidated
Layer I,2026-04-01 06:50:00,2026-04-01 07:10:00,LONG,24490.5,24469.2,-426.07,stop
Layer I,2026-04-01 10:50:00,2026-04-01 11:35:00,LONG,24602.5,24612.75,205.0,signal_invalidated
OTE+BOS,2026-04-01 19:30:00,2026-04-01 19:50:00,LONG,24478.5,24512.61,682.14,be_stop
OTE+BOS,2026-04-01 20:00:00,2026-04-01 20:10:00,SHORT,24451.25,24483.55,-646.07,stop
Layer I,2026-04-02 00:40:00,2026-04-02 01:00:00,SHORT,24083.25,24070.75,250.0,be_stop
